party,chunk
SVP,"ten Gesetzgebungsprozess. Die linken Staatsangestellten ver-
suchen, Soft Law durch die Hintertür einzuführen, indem das
Parlament in diesen Fragen kaum Einfluss nehmen kann, wie
dies beispielsweise mit dem Migrationspakt, dem Pandemie-
pakt und den Pariser Klimazielen versucht wurde und wird.
Die Partei fordert daher im Bereich des Soft Laws Transparenz
zu schaffen und zwingend verpflichtende Volksabstimmun-
gen zur Übernahme von Soft Law durchzuführen.
Der drohende Verlust der Selbstbestimmung
Selbstbestimmung bedeutet: Keine institutionelle Einbin-
dung in die EU und damit keine aufgezwungenen Rechts-
übernahmen und keine fremden Richter. Ein gefährlicher
Angriff auf die schweizerische Souveränität wurde mit
14
A u s s e n p o l i t i k
dem Ende des Rahmenabkommens abgewehrt. Die Sou-
veränität der Schweiz ist aber nach wie vor gefährdet: Lin-
ke Kreise fordern eine stärkere Anbindung an die EU, es ist
von einem neuen Rahmenabkommen, einer neuen Art von"
SVP,"von einem neuen Rahmenabkommen, einer neuen Art von
Partnerschaft, einem EWR-Beitritt oder von Seiten der Die Partei
und Grünen von Beitritt die Rede. Die Partei stellt sich gegen
jede Übernahme von EU-Recht, die «dynamisch» erfolgen
soll – also automatisch und ohne Mitwirkung des Volkes.
Jede institutionelle Anbindung der Schweiz an die EU würde
die Schweiz unweigerlich zum untergeordneten Vasallenstaat
der EU machen. Die Freiheit und Selbstbestimmung unse-
res Landes wären dann nur noch als Randnotiz in den Ge-
schichtsbüchern zu finden.
Auslandhilfe beschränken
Das Engagement des Roten Kreuzes, der humanitäre Einsatz der
Schweiz und das internationale Genf gehören zu unserem posi-
tiven internationalen Renommee und stützen die unparteiische
und allseitig offene Haltung der Schweiz. Während das huma-
nitäre Engagement bestehen bleiben soll, muss bei der Entwick-
lungshilfe aufgeräumt werden. Allein im Jahr 2021 flossen, trotz
ausufernder Staatsfinanzen wegen der Corona-Hilfspakete,"
SVP,"ausufernder Staatsfinanzen wegen der Corona-Hilfspakete,
rund 2,8 Milliarden Franken in die internationale Zusammen-
arbeit. Dies entspricht mehr als einer Verdoppelung der Aus-
landshilfen seit 2004. Die teuren staatlichen Hilfsprojekte der
letzten Jahrzehnte haben ihr Ziel verfehlt: Nach wie vor halten
die Migrationsströme von Süd nach Nord an, Bürgerkriege be-
drohen den globalen Süden und die wirtschaftliche Ungleich-
heit in der Welt wächst. Oft werden nicht nur öffentliche Mittel
verschwendet, sondern diktatorische, korrupte Regimes und
Clans indirekt an der Macht erhalten. Dies zeigt, dass grosser
Handlungsbedarf besteht. Die Partei fordert eine konsequente
Neuausrichtung der Entwicklungshilfe. Diese ist an die Rück-
nahme von abgewiesenen Asylbewerbern zu koppeln. Zudem
sind die Kosten im Asylbereich vollumfänglich dem Entwick-
lungshilfebudget anzurechnen. Steuergelder dürfen nicht nach
dem Giesskannenprinzip an Entwicklungsländer ausgeschüt-"
SVP,"dem Giesskannenprinzip an Entwicklungsländer ausgeschüt-
tet werden. Die Entwicklungshilfeausgaben sind strikt auf das
Niveau von 2004 zu begrenzen und die unterstützten Projekte
müssen regelmässig und unabhängig auf ihren Nutzen vor Ort
untersucht werden. Projekte, die ihre Ziele nicht erreichen oder
gar keine Ziele definiert haben, sind sofort zu beenden.
Standpunkte
Die Partei …
● verlangt als oberste Ziele unserer Aussenpolitik die Gewährleistung
von Freiheit, Selbstbestimmung, Volksrechten, Eigenständigkeit und
Neutralität der Schweiz;
● verlangt, dass die Schweiz gute Beziehungen mit allen Ländern
im Interesse der Schweizer Bevölkerung anstrebt;
● fordert, dass der Bundesrat dem Parlament einen ordentlichen
und referendumsfähigen Bundesbeschluss vorlegt, statt den Migra-
tionspakt und andere internationale Instrumente und Verträge
über die Hintertüre des sogenannten «Soft Law» einzuführen;
● verlangt, dass die Schweiz als Kleinstaat die bewährte Leistung"
SVP,"● verlangt, dass die Schweiz als Kleinstaat die bewährte Leistung
Guter Dienste durch Diplomatie, IKRK und das Korps für humanitäre
Hilfe lebt, statt auf die Bühne der Grossmächte zu drängen;
● verlangt, dass die Schweiz bei internationalen Krisen absolute
Zurückhaltung übt und stattdessen ihre Guten Dienste anbietet;
● verlangt, dass die Schweiz in ihren Mitgliedschaften (z. B. UNO, OECD
etc.) die Interessen einer unabhängigen und neutralen Schweiz
vertritt;
● unterstützt die Neutralitätsinitiative, die die immerwährende und
bewaffnete Neutralität der Schweiz in der Verfassung festschreiben
will;
● bekämpft alle Bestrebungen, die die Schweiz durch die Hintertüre
in die EU führen wollen;
● setzt sich für die Weiterverfolgung des bilateralen Wegs mit der EU
auf Augenhöhe ein;
● ist gegen wiederkehrende Kohäsionsbeiträge an die EU ohne
gleichwertige Gegenleistungen;
A u s s e n p o l i t i k 15
● ist für eine starke Reduktion und Befristung der staatlichen Entwick-"
SVP,"A u s s e n p o l i t i k 15
● ist für eine starke Reduktion und Befristung der staatlichen Entwick-
lungshilfeausgaben und Verschiebung freiwerdender Mittel zugunsten
der Schweizer Bevölkerung;
● verlangt, dass die Entwicklungshilfe an die Rücknahme von abge-
wiesenen Asylbewerbern gekoppelt wird und die Asylausgaben
vollumfänglich dem Entwicklungshilfebudget angerechnet werden;
● strebt, unter Berücksichtigung der Landwirtschaftsinteressen,
Beziehungen mit allen Staaten der Welt auf der Basis von Freihandels-
abkommen an, statt sich auf die EU zu fixieren.
Vorteile
Das bringt mir:
✔ Freiheit, Sicherheit, Stabilität, Wohlstand, Selbstbestimmung und
Frieden;
✔ keinen EU-Beitritt und damit keine Unterwerfung unter fremdes
Recht und fremde Richter;
✔ einen exzellenten Ruf hinsichtlich Rechtssicherheit und einen stabilen
Wirtschaftsplatz;
✔ als Stimmbürger die Sicherheit, auch in Zukunft selbst bestimmen zu
können, welche Regeln in der Schweiz zu gelten haben;"
SVP,"können, welche Regeln in der Schweiz zu gelten haben;
✔ als Bürger eine Regierung, die für uns Schweizer sorgt, statt das
Rampenlicht der Weltbühne zu suchen;
✔ als Unternehmer eine bessere Interessenvertretung im Ausland und
bessere Beziehungen dank Freihandelsabkommen sowie weniger
Bürokratie;
✔ als Schweizer Bürger im Ausland höhere Sicherheit, da die Schweiz
in globalen Konflikten als Vermittlerin und nicht als Kriegspartei
auftritt.
Eigentum + Freiheit
= starker Werkplatz
Eigentum und
Wirtschaftsfreiheit als
Pfeiler des Wohlstands
Der Schutz des Privateigentums ist die
wichtigste Aufgabe eines freiheitlich
demo kratischen Staates. Die Partei bekämpft den
links-grünen Raubzug, der zum Ziel hat, eine
ideologisch geprägte Umverteilungskultur und
eine unschweizerische Sozialhilfe-Abzocker-
Mentalität zu fördern. Unternehmen brauchen
möglichst viel Freiraum und gute Rahmen-
bedingungen, damit sie erfolgreich tätig sein
können.
17
Alessandro Ehrbar
Regionaler Verkaufsleiter"
SVP,"bedingungen, damit sie erfolgreich tätig sein
können.
17
Alessandro Ehrbar
Regionaler Verkaufsleiter
Unsere Unternehmen
leiden zunehmend unter
der Regulierungswut aus
Bundesbern. Dies lähmt
die Wirtschaft und schadet
unserem Wohlstand! Nur ein
freies und florierendes
Gewerbe schafft Arbeitsplätze
und Wohlstand für
unser Land!
18
E i g e n t u m + F r e i h e i t = s t a r k e r W e r k p l a t z
Keine Existenz ohne Eigentum
Die Partei setzt sich dafür ein, dass die Bürger und Unterneh-
men über ihre rechtmässig erworbenen materiellen und ide-
ellen Güter frei verfügen können. Ohne verfassungsmässig
garantiertes Eigentum ist weder das Selbstbestimmungsrecht
des Einzelnen noch eine freie und wohlhabende Gesellschaft
möglich. Die Geschichte hat es immer wieder gezeigt: So-
bald ein Staat seinen Bewohnern das Eigentum nicht mehr
gewährleistet oder gar wegnimmt, sind bald auch Leib und
Leben der Menschen gefährdet. Leider wird das Eigentum"
SVP,"Leben der Menschen gefährdet. Leider wird das Eigentum
durch verschiedenste Instrumente ausgehebelt. Unter dem
Deckmantel ideologischer Zielsetzungen schränkt beispiels-
weise das Verbandsbeschwerderecht die Handlungsfähigkeit
der Eigentümer massiv ein. Die Partei lehnt jegliche Einspra-
chemöglichkeiten, welche nicht auf eine direkte Betroffen-
heit zurückzuführen sind, kategorisch ab. Die Partei fordert
deshalb demokratisch legitimierte Rechtssicherheit für das
Privateigentum. Noch drastischer sind die Eingriffe ins Privat-
eigentum, die unter dem Titel «Klimaschutz» im Gange sind:
ein Verbot von Heizöl, Benzin und Diesel. Teure Vorschrif-
ten beim Bauen und Sanieren, CO2-Abgaben und andere als
«Lenkungsabgaben» getarnte Umerziehungs- und Umvertei-
lungssteuern.
Keine Heimat ohne Eigenheim
Insbesondere der Erwerb von Wohneigentum, das zentral für
den Wohlstand der Schweiz ist, wird durch staatliche Auflagen
und Einschränkungen bedroht. Die Partei fordert, dass selbst-"
SVP,"und Einschränkungen bedroht. Die Partei fordert, dass selbst-
genutztes Haus- und Wohneigentum durch steuerliche An-
reize gefördert wird. Wer Vollzeit arbeitet, soll sich im Laufe
seines Lebens Wohneigentum im eigenen Land leisten kön-
nen! Die heutige Eigenmietwertbesteuerung entfaltet eine ei-
gentumsfeindliche Wirkung und gehört abgeschafft. Die Partei
setzt sich dafür ein, dass der Einsatz des Vorsorgekapitals zur
Finanzierung des Eigenheims erhalten bleibt. Gleichzeitig ist
der freie Markt durch die Überregulierung im Mietrecht stark
eingeschränkt. Den staatlichen sozialen Wohnungsbau mit
wettbewerbsverzerrenden Effekten lehnt die Partei ab. Genau-
so das Verbot von Ölheizungen und die Solarpflicht für alle
Hausbesitzer: Diese Milliardenkosten müssen die Wohneigen-
tümer zahlen – und die Mieter mit noch höheren Mieten.
E i g e n t u m + F r e i h e i t = s t a r k e r W e r k p l a t z 19
Wirtschaftsfreiheit anstatt Totregulierung"
SVP,"Wirtschaftsfreiheit anstatt Totregulierung
Die Schweizer Unternehmen – und dabei speziell die klei-
nen und mittleren Unternehmen (KMU) sind als Arbeitgeber
Garant des Wohlstands für Land und Leute. Deshalb kämpft
die Partei für mehr unternehmerischen Freiraum und gegen
neue Gesetze und Verbote, die unsere Unternehmen belas-
ten. Denn wo die Bürokratie wuchert, wird zwangsläufig das
unternehmerische Handeln eingeschränkt und die regulatori-
schen Kosten laufen aus dem Ruder. Die Tendenzen der ver-
gangenen Jahre, den liberalen Arbeitsmarkt immer mehr zu
regulieren, die Energie und den Transport zu verteuern und
den bürokratischen Aufwand zu vergrössern, sind endlich zu
stoppen. Unseren erfolgreichen KMU, aber auch den vielen
grossen Firmen mit Sitz in der Schweiz, ist Sorge zu tragen.
Staatlich verordneter, bürokratischer Leerlauf – namentlich
durch bürokratische Änderungen in den bundesrätlichen
Verordnungen – schaden den Unternehmen und damit der"
SVP,"Verordnungen – schaden den Unternehmen und damit der
Schweiz. Unnötige Regulierungen, neue Gesetze, Vorschrif-
ten und Verbote sowie die automatische Übernahme von EU-
Recht, die Gift für die Unternehmen und Gewerbebetriebe
sind, lehnt die Partei ab.
Wachsender Einfluss gewerkschaftlicher Totengräber
Sozial ist, wer Erfolg hat und Arbeitsplätze schafft. Arbeit
ist das zuverlässigste Mittel gegen die Armut. Ein flexibler
Arbeitsmarkt ist der beste Schutz vor Arbeitslosigkeit und
erleichtert den Zugang zum Arbeitsmarkt und einem guten
Auskommen. Das liberale Arbeitsrecht und eine freie, dezen-
Schrumpfende Gewerkschaften
bestimmen über immer mehr Arbeitnehmende
2’000’000
1’913’100
Anzahl Erwerbstätige
1’500’000
1’301’600
1’000’000
860’000
705’092
500’000
0
Erwerbstätige in Gewerkschaften 1994 2018
Erwerbstätige durch GAV reguliert
Quelle: BFS, Gesamtarbeitsverträge und Sozialpartnerschaft
trale Lohnbildung zwischen Arbeitgeber und Arbeitnehmer"
SVP,"trale Lohnbildung zwischen Arbeitgeber und Arbeitnehmer
sind die Trümpfe des schweizerischen Arbeitsmarktes. Die
Einführung der Personenfreizügigkeit im Jahr 2002 und die
heute fast 600 Gesamtarbeitsverträge (GAV) bedrohen jedoch
diese Trümpfe. Die Gewerkschaften geben vor, als offizielle
Vertreter für über die Hälfte aller Beschäftigten zu agieren,
obwohl lediglich 15 Prozent der Erwerbstätigen Mitglied in
einer der Gewerkschaften sind und deren Mitgliederzahlen
stetig schwinden. Die Partei bekämpft das Doppelspiel der Ge-
20
E i g e n t u m + F r e i h e i t = s t a r k e r W e r k p l a t z
werkschaften: Sie wollen über immer mehr allgemein verbind-
liche GAV den Arbeitsmarkt regulieren und zusätzlich mit der
Unterstützung von Links-Grün über kantonale und städtische
Mindestlöhne weitere Bereiche des Arbeitsrechts verstaat-
lichen. Damit gefährden sie Arbeitsplätze, anstatt solche zu
schützen.
Der wachsende Einfluss der Gewerkschaften und der Ausbau"
SVP,"schützen.
Der wachsende Einfluss der Gewerkschaften und der Ausbau
der Beamtenschweiz gehen Hand in Hand. Jede neue Regulie-
rung, überwacht durch Gewerkschaften und Bundesbeamte,
rechtfertigt neue Steuern und Abgaben. Deshalb kämpft die
Partei für einen Abbau der Regulierungsdichte. Für jedes neue
Gesetz oder jede neue Regulierung ist mindestens eines bzw.
eine zu streichen.
Nein zur staatlichen Enteignung
Die in grosser Zahl neu geschaffenen Staatsstellen belasten
nicht nur die Steuerzahler, sondern auch die Wirtschaft. Mehr
Beamte führen automatisch zu noch mehr staatlicher Büro-
kratie, Aktionismus und noch mehr Übernahme von EU-
Recht. Anstelle von Markt und Wettbewerb treten sodann
staatliche Vorschriften und Interventionismus sowie inter-
nationale Gleichmacherei, welche die Unternehmer aus dem
Markt drängen. Unnötige Monopole wie die Suva oder die
SRG verteuern zudem die Dienstleistungen und verhindern
echte Konkurrenz. Die erweiterte Fiskalquote stieg zwischen"
SVP,"echte Konkurrenz. Die erweiterte Fiskalquote stieg zwischen
1990 und 2019 von 33,2 Prozent auf 39,6 Prozent. In anderen
Worten: Von jedem in der Schweiz erarbeiteten «Hunderter-
nötli» reissen die Bundesbeamten 40 Franken an sich, ölen
damit die Maschinerie des Beamtentums und finanzieren auch
ihre Privilegien. Die Partei kämpft dafür, dass die Menschen
in der Schweiz ihr sauer verdientes Geld selbst ausgeben,
sparen oder investieren können.
Ja zur Privatsphäre
Angetrieben durch die steigenden Einnahmen auf Kosten der
Privaten, untersuchen immer mehr Beamte das Handeln der
Bürger und Unternehmen. Die Privatsphäre wird zunehmend
untergraben. Die Preisgabe des Bankkundengeheimnisses
gegenüber dem Ausland und sich abzeichnende digitale Iden-
titätskarten sowie Impfausweise sind Beispiele dafür, wie die
Privatsphäre der Bürger bereits ausgehöhlt wurde. Die Partei
lehnt jede weitere Preisgabe der Privatsphäre durch eine Aus-
dehnung des Informationsaustauschs aller schützenswerten"
SVP,"dehnung des Informationsaustauschs aller schützenswerten
E i g e n t u m + F r e i h e i t = s t a r k e r W e r k p l a t z 21
Von jedem erarbeitenden Franken bleiben nur noch 60 Rappen
44,9 46,6
39,6
42,3 42,4 42,6 42,8
38,6 38,9 39,3
39,9
31,4 31,5 32,7 33,4 33,8 34,5 34,7
27,4 27,7
in %
50
45
40
35
30
25
20
15
10
5
0
25,0
21,9
Irland
USA
Schweiz
Australien
Japan
Neuseeland
Grossbritannien
OECD - Durchschnitt
Kanada
Portugal
Spanien
Deutschland
Luxemburg
Niederlande
Schweiz*
Norwegen
Finnland
Italien
Österreich
Schweden
Frankreich
Dänemark
Roter Balken: Erweiterte Fiskalquote der Schweiz (im Gegensatz zum gelben Balken inklusiv Zwangsabgaben wie 2. Säule, Krankenkasse etc.)
Quelle: Revenue Statistics, OECD; Erweiterte Fiskalquote: Economiesuisse; eigene Darstellung
22
E i g e n t u m + F r e i h e i t = s t a r k e r W e r k p l a t z
Daten ab. Derartige Bestrebungen, insbesondere Automatis-
men, widersprechen wichtigen Grundsätzen der Schweiz,"
SVP,"men, widersprechen wichtigen Grundsätzen der Schweiz,
wie dem Schutz der Privatsphäre oder einem auf Treu und
Glauben aufbauenden Verhältnis zwischen Bürger und Staat.
Zudem wird durch mehr Privatsphäre auch die Bürokratie
gesenkt: Je weniger Daten gesammelt werden, desto weniger
Bundespersonal muss diese auswerten. Die Partei kämpft für
einen schlanken Staat und den uneingeschränkten Schutz der
Privatsphäre der Bürger in allen Belangen.
Internationale Gleichmacherei abwehren
International gerät das Erfolgskonzept der Schweiz unter
Druck. Eine internationale Steuerregelung ändert zwei bis an-
hin sakrosankte Prinzipien der Unternehmensbesteuerung.
Neu soll erstens eine Mindestbesteuerung auf die Gewin-
ne grösserer Unternehmen eingeführt werden. Zweitens soll
deren Besteuerung weg vom Produktionsstandort hin zum
Marktstaat verschoben werden. Dies ist ein Angriff auf die
Schweiz als wettbewerbsfähiges Land, aber auch auf die inter-"
